url,noc,main_duties
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=5bNB8A5GwGQUvNFEJlZ1ZzjSki%2Bcb2tPjppOmFNn1m0%3D,21221 – Business systems specialists,"21221 – Business systems specialists 
This group performs some or all of the following duties:


Confer with clients to identify and document requirements
Analyze information systems processes, and propose customized solutions to improve performance and efficiency
Design, develop, integrate, test and implement information systems business solutions
Provide advice on information systems strategy, policy, management, security and service delivery
Act as a liaison between the business units, technology teams and support teams
Conduct tests to ensure the reliability, accuracy, and functionality of system changes and enhancements"
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=cdoSQCmSFADE8VD0slPovd57PRxhBjtak8DuAiGH9GE%3D,21222 – Information systems specialists,"21222 – Information systems specialists 
This group performs some or all of the following duties:


Design, develop, test, implement and oversee IT systems
Collect and analyze data to identify areas for improvement within an organization's IT infrastructure
Review existing IT systems and internal processes
Develop, implement and apply policies and procedures throughout the software development life cycle to maximize the efficiency, effectiveness and overall quality of software products and information systems, and to ensure that all systems and processes meet organization standards and user requirements
Develop quality assurance procedures and tests for the development and improvement of new and existing systems
Identify, analyze and document discrepancies and ensure that appropriate adjustments are made
Perform preventive maintenance tasks on computer systems."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=R0rlzuDnffOXyjUYNvrZmkMiMTk%2BtjoajAqOmZClmnA%3D,21223 – Database analysts and data administrators,"21223 – Database analysts and data administrators 
This group performs some or all of the following duties:


Database analysts

Collect and document user requirements
Design and develop database architecture for information systems projects
Design, construct, modify, integrate, implement and test data models and database management systems
Conduct research and provide advice to other informatics professionals regarding the selection, application and implementation of database management tools
Operate database management systems to analyze data and perform data mining analysis
May lead, coordinate or supervise other workers in this group.

Data administrators

Develop and implement data administration policy, standards and models
Research and document data requirements, data collection and administration policy, data access rules and security
Develop policies and procedures for network and/or Internet database access and usage and for the backup and recovery of data
Conduct research and provide advice to other information systems professionals regarding the collection, availability, security and suitability of data
Write scripts related to stored procedures and triggers
May lead and coordinate teams of data administrators in the development and implementation of data policies, standards and models."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=RHjx04u7teuditZxng2seR57Fz4dsejiTlH1kAdmCcI%3D,21230 – Computer systems developers and programmers,"21230 – Computer systems developers and programmers 
This group performs some or all of the following duties:


Write, modify, integrate and test software code
Maintain existing computer programs by making modifications as required
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user requirements
Assist in the development of logical and physical specifications
May lead and coordinate teams of computer programmers
May research and evaluate a variety of software products."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=s%2B18U2GgCu7IIJq7TKb3Gqj2aj9x0aDA%2BjrG2CWXnXQ%3D,21231 – Software engineers and designers,"21231 – Software engineers and designers 
This group performs some or all of the following duties:


Collect and document users' requirements and develop logical and physical specifications
Research, evaluate and synthesize technical information to design, develop and test computer-based systems including mobile applications
Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs
Plan, design and coordinate the development, installation, integration and operation of computer-based systems including mobile applications
Assess, test, troubleshoot, document, upgrade and develop maintenance procedures for operating systems, communications environments and applications software
May lead and coordinate teams of information systems professionals in the development of software and integrated information systems, process control software and other embedded software control systems."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=4ehRLrZpNwZSAITL5ZxH0xmS5xSOrtzqW6YIAu2elps%3D,21232 – Software developers and programmers,"21232 – Software developers and programmers 
This group performs some or all of the following duties:


Design, write, read, test, and correct code for new software
Analyze information to recommend and plan the installation of new systems or modifications of an existing system
Evaluate simple interrelationships between programs such as whether a contemplated change in one part of a program would cause unwanted results in a related part
Program animation software to predefined specifications for interactive video games, Internet and mobile applications
Write, modify, integrate and test software code for e-commerce, Internet and mobile applications
Develop, implement, modify and maintain gameplay features that integrate effectively into existing software
Write documentation for new and updated software."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=a%2FJjkr34Kyd%2F%2FMKy7FVEJaUgY3Kf%2FZT2HXg6nMZuPcw%3D,21233 – Web designers,"21233 – Web designers 
This group performs some or all of the following duties:


Establish design guidelines, standards and optimal design practices
Maintain the appearance of Web sites by applying content standards
Designing visual imagery for Web sites and ensuring that it is consistent with the organization image
Integrate features and functionalities into Web sites
Create and optimize content for the Web site using a variety of graphics, database, animation and other software
Test and improve the design of a Web site
May lead and coordinate multidisciplinary teams to develop Web site graphics, content, capacity and interactivity"
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=6pITD89kP8rs7dXCNRoxXPqmtC3PgBN2oCNvu87Ek3Y%3D,21234 – Web developers and programmers,"21234 – Web developers and programmers 
This group performs some or all of the following duties:


Develop, write, modify, integrate and test Web site related code and Web application interfaces
Conduct tests and analyze data to monitor quality, security, user interface experiences and to identify areas for improvement
Develop and implement procedures for ongoing Web site revision
Monitor and maintain Web site functionality
May participate in Web site architecture and design in collaboration with designers or clients
May research and evaluate a variety of interactive media software products."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sH5pgA445kUuBsqkN9oJ5LIJZveNRAb5u3soi%2BVqeNY%3D,21300 – Civil engineers,"21300 – Civil engineers 
This group performs some or all of the following duties:


Confer with clients and other members of the engineering team and conduct research to determine project requirements
Plan and design major civil projects such as buildings, roads, bridges, dams, water and waste management systems and structural steel fabrications
Develop construction specifications and procedures
Evaluate and recommend appropriate building and construction materials
Interpret, review and approve survey and civil design work
Conduct field services for civil works
Ensure construction plans meet guidelines and specifications of building codes and other regulations
Establish and monitor construction work schedules
Conduct feasibility studies, economic analyses, municipal and regional traffic studies, environmental impact studies or other investigations
Monitor air, water and soil quality and develop procedures to clean up contaminated sites
Conduct technical analyses of survey and field data for development of topographic, soil, hydrological or other information and prepare reports
Act as project or site supervisor for land survey or construction work
Prepare contract documents and review and evaluate tenders for construction projects
Supervise technicians, technologists and other engineers and review and approve designs, calculations and cost estimates."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=W6hxEaRMA2DH9JqISShJhBmRUIpeH11w6W5W8zEZ%2Fk4%3D,21301 – Mechanical engineers,"21301 – Mechanical engineers 
This group performs some or all of the following duties:


Conduct research into the feasibility, design, operation and performance of mechanisms, components and systems
Plan and manage projects, and prepare material, cost and timing estimates, reports and design specifications for machinery and systems
Design power plants, machines, components, tools, fixtures and equipment
Analyze dynamics and vibrations of mechanical systems and structures
Supervise and inspect the installation, modification and commissioning of mechanical systems at construction sites or in industrial facilities
Develop maintenance standards, schedules and programs and provide guidance to industrial maintenance crews
Investigate mechanical failures or unexpected maintenance problems
Prepare contract documents and evaluate tenders for industrial construction or maintenance
Supervise technicians, technologists and other engineers and review and approve designs, calculations and cost estimates."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=%2Fol6bvMPdus7qkVnZbkJMpHUo3dJtwmayevwcbs0MpA%3D,21310 – Electrical and electronics engineers,"21310 – Electrical and electronics engineers 
This group performs some or all of the following duties:


Conduct research into the feasibility, design, operation and performance of electrical generation and distribution networks, electrical machinery and components and electronic communications, instrumentation and control systems, equipment, and components
Prepare material cost and timing estimates, reports and design specifications for electrical and electronic systems and equipment
Design electrical and electronic circuits, components, systems and equipment
Conduct micro or nanodevices simulations, characterization, process modeling and integration in the development of new electronic devices and products
Supervise and inspect the installation, modification, testing and operation of electrical and electronic systems and equipment
Develop maintenance and operating standards for electrical and electronic systems and equipment
Investigate electrical or electronic failures
Prepare contract documents and evaluate tenders for construction or maintenance
Supervise technicians, technologists, programmers, analysts and other engineers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Sob%2FwQhLfzoweOORXYMVUYbk3lK7TU2WR0vteCyo7Dc%3D,21311 – Computer engineers (except software engineers and designers),"21311 – Computer engineers (except software engineers and designers) 
This group performs some or all of the following duties:



Computer and telecommunications hardware engineers

Analyze user requirements, and design and develop system architecture and specifications
Research, design, develop and integrate computer and telecommunications hardware such as microprocessors, integrated circuit boards and semiconductor lasers
Develop and conduct design verification simulations and prototype bench tests of components
Supervise, inspect and provide design support during the manufacturing, installation and implementation of computer and telecommunications hardware
Establish and maintain relationships with suppliers and clients
May lead and coordinate teams of engineers, technologists, technicians and drafters in the design and development of computer and telecommunications hardware.

Network system and data communication engineers

Research, design and develop information and communication system network architecture
Research, evaluate and integrate network system and data communication hardware and software
Assess, document and optimize the capacity and performance of information and communication system networks
May lead and coordinate teams of design professionals in the development and integration of information and communication system architecture, hardware and software."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=rWaohU%2BQ0bwfuPf1U4arkEH34QCocPjZPnNiHlEVgH4%3D,21320 – Chemical engineers,"21320 – Chemical engineers 
This group performs some or all of the following duties:


Conduct economic and technical feasibility studies in areas related to chemical, petroleum, pulp and paper, food or other processing industries
Conduct research into the development or improvement of chemical engineering processes, reactions and materials
Evaluate chemical process technology and equipment and determine production specifications
Design and test chemical processing and associated plants and equipment
Oversee the construction, modification, operation and maintenance of pilot plants, processing units or processing plants
Establish and conduct quality control programs, operating procedures and control strategies to ensure consistency and adherence to standards for raw materials, products and waste products or emissions
Prepare contract documents and evaluate tenders for the process aspects of industrial construction
Supervise technicians, technologists and other engineers
May work in an administrative capacity, for example, in the development of guidelines and specifications for the handling of dangerous chemicals, environmental protection, or standards for foods, materials and consumer goods."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=gJCJBq3RNQsB3DwCUV9vSShJ85n7dYK3Zi6Ecp%2FYZVI%3D,21321 – Industrial and manufacturing engineers,"21321 – Industrial and manufacturing engineers 
This group performs some or all of the following duties:


Plan and design plant layouts and facilities
Study new machinery and facilities and recommend or select efficient combinations
Develop flexible or integrated manufacturing systems and procedures
Conduct studies and implement programs to determine optimum inventory levels for production and to allow optimum utilization of machinery, materials and resources
Analyze costs of production
Design, develop and conduct time studies and work simplification programs
Determine human resource and skill requirements and develop training programs
Develop performance standards, evaluation systems and wage and incentive programs
Conduct studies of the reliability and performance of plant facilities and production or administrative systems
Develop maintenance standards, schedules and programs
Establish programs and conduct studies to enhance industrial health and safety or to identify and correct fire and other hazards
Evaluate or assess industrial facilities
Supervise technicians, technologists, analysts, administrative staff and other engineers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=e5Z1e2Vvlx6j7RBnlrYi38Jgldk1pZrEDqaAHhO9evs%3D,21322 – Metallurgical and materials engineers,"21322 – Metallurgical and materials engineers 
This group performs some or all of the following duties:


Conduct studies and design, develop and specify the processes, and machinery to concentrate, extract, refine and process metals from ores
Conduct studies on the properties and characteristics of materials and design, develop and specify processes for moulding, shaping, forming and thermal treatment of metals, alloys and metallic systems, ceramics, semiconducting and other materials
Conduct chemical and physical analytical studies, failure analyses and other studies and recommend material selection, design of materials, corrosion control measures, operational testing and other procedures
Coordinate production testing and control of metal refining, smelting or foundry operations or non-metallic materials production operations
Supervise technologists, technicians and other engineers and scientists."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dLcidrjFV5cTRZIc8V8wNbsXufTgq6OsmTJlH9QqgeQ%3D,21330 – Mining engineers,"21330 – Mining engineers 
This group performs some or all of the following duties:


Conduct preliminary surveys and studies of ore, mineral or coal deposits to assess the economic and environmental feasibility of potential mining operations
Determine the appropriate means of safely and efficiently mining deposits
Determine and advise on appropriate drilling and blasting methods for mining, construction or demolition
Design shafts, ventilation systems, mine services, haulage systems and supporting structures
Design, develop and implement computer applications such as for mine design, mine modelling, mapping or for monitoring mine conditions
Plan and design or select mining equipment and machinery and mineral treatment machinery and equipment in collaboration with other engineering specialists
Plan, organize and supervise the development of mines and mine structures and the operation and maintenance of mines
Prepare operations and project estimates, schedules and reports
Implement and coordinate mine safety programs
Supervise and coordinate the work of technicians, technologists, survey personnel, and other engineers and scientists."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=v%2B3oB4pFciQ8HHaKanRu04jizTKmWo8ais4FbTaTf4I%3D,21331 – Geological engineers,"21331 – Geological engineers 
This group performs some or all of the following duties:


Plan, develop and coordinate programs of geotechnical, geological, geophysical or geohydrological data acquisition, analysis and mapping to assist in the development of civil engineering, mining, petroleum and waste management projects or for regional development
Analyze and prepare recommendations and reports for construction or improvements to foundations of civil engineering projects such as rock excavation, pressure grouting and hydraulic channel erosion control
Analyze and prepare recommendations and reports on settlement of buildings, stability of slopes and fills, and probable effects of landslides and earthquakes to support construction and civil engineering projects
Conduct theoretical and applied study of groundwater flow and contamination and develop prescriptions for site selection, treatment and construction
Plan, develop, coordinate and conduct theoretical and experimental studies in mining exploration, mine evaluation and feasibility studies relative to the mining industry
Conduct surveys and studies of ore deposits, ore reserve calculations and mine design
Design, develop and implement computer applications for geophysics, geochemistry, geology, mapping and related fields
Supervise technologists, technicians and other engineers and scientists."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=lmKmkT9%2F1zfkJLAhm5nWII%2FprbWB8QWBcPjUB1GP4iU%3D,21332 – Petroleum engineers,"21332 – Petroleum engineers 
This group performs some or all of the following duties:


Conduct  feasibility assessment studies for developing new oil and gas fields
Direct and monitor oil and gas drilling operations
Develop drilling programs, select sites and specify drilling fluids, bit selection, drill stem testing procedures and equipment
Direct and monitor the completion and evaluation of wells, well testing and well surveys
Design and select artificial lift machinery, and well and surface production equipment and systems, and specify programs for corrosion control and oil or gas treatment
Develop specifications for and monitor and supervise well modification and stimulation programs to maximize oil and gas recovery
Analyze reservoir rock and fluid data to design optimum recovery methods and to predict reservoir performance and reserves
Monitor and forecast oil and gas reservoir performance and recommend oil recovery techniques which extend the economic life of wells
Design, develop and coordinate the installation, maintenance and operation of subsea well-head and production equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sYsORQKKUlvi0iUVbcnyxPuaa6n6DXSfDLlsl1%2BdmtE%3D,21390 – Aerospace engineers,"21390 – Aerospace engineers 
This group performs some or all of the following duties:


Design and develop aerospace vehicles, systems and components such as aircraft, spacecraft, missiles, satellites and space-based communication systems
Develop and conduct computer simulations of aerospace vehicles, systems and components using advanced mathematical modelling
Prepare specifications for materials and processes to be used in aerospace manufacturing, maintenance, repair or modification
Supervise and coordinate the manufacturing, assembly, modification, repair and overhaul of aircraft and spacecraft
Coordinate ground and flight tests of air and spacecraft
Develop operational specifications, maintenance schedules and manuals for operators
Develop the technical phases of logistical and operational support for aerospace vehicles and systems
Investigate and report on structural or other component or system failures, accidents or incidents and prepare recommendations for corrective action."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=pUpoOZMuGxkhjmHNgdgGep1oIYP%2F%2FKPlgUaN0ztzRmw%3D,21399 – Other professional engineers,"21399 – Other professional engineers 
This group performs some or all of the following duties:


Agricultural and bio-resource engineers

Design and develop machinery, structures, equipment and systems related to agriculture and food processing.

Biomedical engineers

Design and develop medical diagnostic and clinical instrumentation, equipment and procedures; develop devices to assist persons with disabilities; advise hospital administrators on planning, acquisition and use of medical equipment; and modify and install or supervise installation of equipment.

Engineering physicists and engineering scientists

Conduct research, develop processes, programs and equipment to expand fundamental knowledge in the applied sciences and engineering and to support advanced engineering and scientific applications.

Marine and naval engineers

Design and develop marine vessels and floating structures and associated marine power plants, propulsion systems and related systems and equipment and oversee the building, maintenance and repair of vessels and marine systems.

Textile engineers

Design and develop processes, equipment and procedures for the production of fibres, yarns and textiles."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=thmLfghh3Fk%2Fd3n2Sjr7iVc5xMd55Bor9Fo08HAFx%2Bw%3D,22100 – Chemical technologists and technicians,"22100 – Chemical technologists and technicians 
This group performs some or all of the following duties:


Chemical technologists

Set up and conduct chemical experiments, tests and analyses using techniques such as chromatography, spectroscopy, physical and chemical separation techniques and microscopy
Operate and maintain laboratory equipment and apparatus and prepare solutions of gas or liquid, reagents, and sample formulations
Compile records and interpret experimental or analytical results
Develop and conduct programs of sampling and analysis to maintain quality standards of raw materials, chemical intermediates and products
Assist in the development of chemical engineering processes, studies of chemical engineering procurement, construction, inspection and maintenance and the development of standards, procedures and health and safety measures
Operate experimental chemical or petrochemical pilot plants
Conduct or assist in air and water quality testing and assessments, environmental monitoring and protection activities, and development of and compliance with standards
Assist in synthesis of small molecules for the purpose of creating drug candidates
Assist in the design and fabrication of experimental apparatus.

Chemical technicians

Assist in setting up and conducting chemical experiments, tests and analyses
Operate and maintain laboratory equipment and apparatus and prepare solutions of gas and liquid, reagents and sample formulations
Compile records for analytical studies
Assist in developing and conducting programs of sampling and analysis to maintain quality standards
Carry out a limited range of other technical functions in support of chemical research, tests and analyses, and environmental air and water quality monitoring and protection
Assist in the design and fabrication of experimental apparatus."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=C1EAOtssfOdj%2BWo%2FHFNWE5Lx79BlnAB6JXPisS8WI18%3D,22101 – Geological and mineral technologists and technicians,"22101 – Geological and mineral technologists and technicians 
This group performs some or all of the following duties:


Geological and mineral technologists

Conduct or direct geological, geophysical, geochemical, hydrographic or oceanographic surveys, prospecting field trips, exploratory drilling, well logging or underground mine survey programs
Configure, operate and maintain geophysical survey and well logging instruments and equipment
Prepare notes, sketches, geological maps and cross sections
Prepare, transcribe or analyze seismic, gravimetric, well log or other geophysical and survey data
Assist engineers and geologists in the evaluation and analysis of petroleum and mineral reservoirs
Prepare or supervise the preparation of rock, mineral or metal samples and perform physical and chemical laboratory tests
Conduct or assist in environmental audits, in the design of measures to minimize undesirable environmental effects of new or expanded mining and oil and gas operations, and in the development of waste management and other related environmental protection procedures
May supervise oil and gas well drilling, well completions and work-overs
May conduct or supervise studies and programs related to mine development, mining methods, mine ventilation, lighting, drainage and ground control
May assist engineers and metallurgists in specifying material selection, metal treatments or corrosion protection systems
May assist hydrogeologists in evaluating groundwater and well circulation and in report preparation
May develop specifications for heat treatment of metals or for welding, design welding fixtures, troubleshoot welding processes or quality problems and supervise welding projects
May coordinate crew members' activities during seismic tests.

Geological and mineral technicians

Participate in geological, geophysical, geochemical, hydrographic or oceanographic surveys, prospecting field trips, exploratory drilling, well logging or underground mine survey programs and in environmental audits and related environmental protection activities
Operate and maintain geophysical survey and well logging instruments and equipment
Prepare notes, sketches, geological maps and cross sections
Assist in preparing, transcribing or analyzing seismic, gravimetric, well log or other geophysical and survey data
Assist in the preparation of rock, mineral or metal samples and in conducting physical and chemical laboratory tests
Assist in hydrogeological field and laboratory studies and in preparation of reports
Carry out a limited range of other technical functions in support of geology, geophysics and petroleum and mining engineering."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=1jroP12ej6Sa9VyoZXD7UmrK1p9MZDVdfbi57FLEAHA%3D,22110 – Biological technologists and technicians,"22110 – Biological technologists and technicians 
This group performs some or all of the following duties:


Biological technologists

Set up and conduct biological, microbiological and biochemical tests and laboratory analyses in support of research and quality control in food production, sanitation, pharmaceutical production, biotechnology and other fields
Apply methods and techniques such as microscopy, histochemistry, chromatography, electrophoresis and spectroscopy
Perform experimental procedures in agriculture, plant breeding, animal husbandry, biology and biomedical research
Conduct field research and surveys to collect data and samples of water, soil, and plant and animal populations
Conduct environmental monitoring and compliance activities for the protection of fisheries stock, wildlife and other natural resources
Analyze data and prepare reports
Conduct or supervise operational programs such as fish hatchery, greenhouse and livestock production programs.

Biological technicians

Assist in conducting biological, microbiological and biochemical tests and laboratory analyses
Perform limited range of technical functions in support of agriculture, plant breeding, animal husbandry, biology, biomedical research and environmental protection
Assist in conducting field research and surveys to collect data and samples of water, soil, and plant and animal populations
Assist in analysis of data and preparation of reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=hEONQF188amu%2FDg5SS%2BJ4oBY%2FT4TWotm3w%2FYW61O3AI%3D,22111 – Agricultural and fish products inspectors,"22111 – Agricultural and fish products inspectors 
This group performs some or all of the following duties:


Fish and fish products inspectors

Inspect fish, fish products, fish handling and processing methods and prepare reports and ensure that regulations are followed.

Fruit and vegetables inspectors

Inspect fresh and frozen fruit and vegetables at inspection centres and prepare reports on crop production and market conditions.

Grain inspectors

Inspect and grade all classes of grain at terminal elevators, monitor the fumigation of infested grain, and examine storage, handling and transportation equipment to ensure that sanitary procedures are followed.

Meat inspectors

Monitor the operations and sanitary conditions of slaughtering and meat processing plants and inspect carcasses to ensure they are fit for human consumption.

Plant protection inspectors

Certify seed crops, oversee the quarantine, treatment or destruction of plants and plant products, and the fumigation of plants and plant product imports and exports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=hh3Wtivnyo6l4h9Xc%2Bi0PbPDanTO6e4ESs1vueY5JM8%3D,22112 – Forestry technologists and technicians,"22112 – Forestry technologists and technicians 
This group performs some or all of the following duties:


Conduct, supervise and participate in forest inventory cruises, surveys and field measurements following accepted scientific and operational procedures
Assist and perform technical functions in the preparation of forest management and harvest plans using photogrammetric and mapping techniques and computerized information systems
Assist in planning and supervise construction of access routes and forest roads
Implement, supervise and perform technical functions in silvicultural operations involving site preparation, planting, and tending of tree crops
Coordinate activities such as timber scaling, forest fire suppression, disease or insect control or pre-commercial thinning of forest stands
Supervise and perform technical functions in forest harvesting operations
Monitor activities of logging companies and contractors and enforce regulations such as those concerning environmental protection, resource utilization, fire safety and accident prevention
Provide forestry education, advice and recommendations to woodlot owners, community organizations and the general public
Develop and maintain computer databases
Supervise forest tree nursery operations
Provide technical support to forestry research programs in areas such as tree improvement, seed orchard operations, insect and disease surveys or experimental forestry and forest engineering research."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=x4mFDqhSYNKi0FQcJm0Zf8SdJ78lRWRNnmvAuXXeayM%3D,22113 – Conservation and fishery officers,"22113 – Conservation and fishery officers 
This group performs some or all of the following duties:


Generate public awareness of fish and wildlife conservation and regulations
Conduct patrols by truck, aircraft, boat, or on foot, to ensure compliance with the provincial and federal statutes relating to fish, wildlife and the environment
Investigate complaints, arrest violators, prepare briefs and present evidence in court
Issue licences, export documents and special permits and collect royalties assessed on fish, wildlife and timber resources
Implement and supervise approved techniques in preventing or overcoming damage caused by wildlife
Perform resource protection duties, such as inspecting fishing gear and equipment and monitoring fishing activities for compliance with regulations
Gather resource data by making inventories of fish, collecting water samples and assisting biologists in scientific research
Supervise or provide firearms safety training courses and trapper education courses."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=iMFd01g33lTazJLqFo%2Fz%2Fmh%2FeYeil4kuvqSyvlH%2Bpbw%3D,22114 – Landscape and horticulture technicians and specialists,"22114 – Landscape and horticulture technicians and specialists 
This group performs some or all of the following duties:


Arborists and tree service technicians

Examine trees and shrubs to diagnose problems and disease, and apply various treatments such as pruning, spraying, repairing damaged areas and injecting with treatment solutions.

Golf course superintendents

Direct crews who maintain the health and appearance of golf courses and their surrounding landscapes, plant and move trees, and apply fertilizers, fungicides, herbicides and pesticides.

Horticulturists

Plan and coordinate the growth and use of plants for landscaping, ornamental uses and other purposes.

Landscape designers and landscape architectural technicians and technologists

Survey and assess sites, prepare drawings, sketches and reports and perform other duties to assist landscape architects in designing landscaped environments.

Landscape gardeners

Plant and maintain private and public lawns and gardens.

Landscapers

Plan and construct landscaped environments which may include trees, shrubberies, lawns, fences, decks, patios and other landscape structures.

Lawn care specialists

Visit clients, assess the health of lawns, and apply fertilizer, pesticides and other lawn care products."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=%2FaIvhXfH%2FPNuWufp%2FpSW5LCzv%2BcPA2X1R2qyanNSAw0%3D,22210 – Architectural technologists and technicians,"22210 – Architectural technologists and technicians 
This group performs some or all of the following duties:


Assist in the development of architectural designs
Analyze building codes, by-laws, space requirements, site requirements and other technical documents and reports
Prepare manual and computer-assisted design (CAD) drawings, specifications, cost estimates and listings of quantities of material from conceptual drawings and instructions
Construct architectural and display models, and 3-D virtual models of architectural designs
Prepare contract and bidding documents
May supervise drafters, technicians and technologists on the architectural team
May supervise construction projects and coordinate, monitor and inspect work done by others."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=O%2FMW04OkXIg9P3mLjXNqTEasy7mL7CIS4Xb3OXwYZ5k%3D,22211 – Industrial designers,"22211 – Industrial designers 
This group performs some or all of the following duties:


Consult with client, engineers or production specialists to establish product requirements
Analyze the intended use of product and user preferences
Conduct research into cost, properties of production materials and methods of production
Develop manual and computer-assisted design (CAD) concepts, sketches or models for approval
Prepare manufacturing drawings, specifications and guidelines for production and construct prototype of design
Consult with engineers and production staff during manufacturing stage."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=teu4sHDaOYxj2I5EofWHX0HFADgnqRLRy94EMqwC4oI%3D,22212 – Drafting technologists and technicians,"22212 – Drafting technologists and technicians 
This group performs some or all of the following duties:


Drafting technologists

Develop and prepare engineering designs and drawings from preliminary concepts, sketches, engineering calculations, specification sheets and other data
Create building information models (BIM), using computer software, to provide digital representations of physical and functional aspects of buildings and other engineering projects
Operate computer-assisted design (CAD) and drafting workstations
Develop and prepare design sketches
Complete documentation packages and produce drawing sets
Check and verify design drawings to conform to specifications and design data
Write technical reports
Prepare contracts and tender documents
Prepare construction specifications, costs and material estimates
Supervise and train other technologists, technicians and drafters.

Drafting technicians

Develop and prepare engineering drawings, plans, diagrams or layouts from sketches
Operate computer-assisted drafting equipment or a conventional drafting station."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=xUIA91NK1%2F6Pq2hqaQddCs36sl32vWtO%2FwhUpRztRrM%3D,22213 – Land survey technologists and technicians,"22213 – Land survey technologists and technicians 
This group performs some or all of the following duties:


Land survey technologists

Assist survey engineers or professional surveyors to develop methods and procedures for conducting field surveys
Conduct field surveys and operate survey instruments and computer equipment to measure distance, angles, elevations and contours
Record measurements and other information obtained during field survey activities
Determine precise geographic locations using global positioning system (GPS) equipment or unmanned aerial vehicule (UAV)/drone
Analyze latitude, longitude and angles and compute trigonometric and other calculations to plot features, contours and areas to a specific scale
Prepare detailed drawings, charts and plans and survey notes and reports
Supervise and coordinate field survey activities.

Land survey technicians

Participate in field surveys and operate survey instruments and devices
Keep records, measurements and other survey information in systematic order
Assist in the calculation, analysis and computation of measurements obtained during field surveys
Assist in the preparation of detailed drawings, charts and plans."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=493C77AcfDArk7ezOLT9O1XlFZEBcUYXLzSG5JUT5WM%3D,22214 – Technical occupations in geomatics and meteorology,"22214 – Technical occupations in geomatics and meteorology 
This group performs some or all of the following duties:


Aerial survey and remote sensing technologists and technicians

Operate analog or digital airborne remote sensing equipment such as survey film or digital cameras, laser or radar sensors and scanners to prepare images, data and graphic reports, maps and charts from airborne or satellite data
Develop specialized analog and computer software specific routines to customize and integrate image analysis
Inspect quality of recorded images, verify the integrity and accuracy of data contained in remote sensing image analysis systems, and adjust equipment as required.

Geographic information systems (GIS) technologists and technicians

Operate specialized computer hardware and software and peripheral equipment to model, manage, analyze and display geospatial data
Develop specialized computer software routines, Internet-based GIS, database and business applications to customize geographic information
Work with external organizations on data transfer and systems compatibility issues
Perform data entry and editing activities and maintenance operations to systems following predetermined calibration procedures
Integrate external software such as spreadsheets and statistical packages with GIS software
Train and provide technical support for GIS users.

Cartographic technologists and technicians

Plan map content, format and design and compile required data from aerial photographs, survey notes, records, reports and other maps
Generate maps and related graphs and charts using digital mapping techniques, computer interactive graphics, computer-assisted design and drafting (CAD) software, traditional drafting methods and computer or traditional scribing tools
Inspect final compositions to ensure completeness and accuracy.

Photogrammetric technologists and technicians

Examine and interpret aerial photographs to prepare topographic maps, aerial-photograph mosaics and related charts
Operate digitized stereoscopic plotting and computer graphics equipment to provide three-dimensional optical models of terrain, to trace maps, and to prepare charts and tables
Monitor recording quality and adjust equipment as required and inspect quality of recorded images.

Meteorological technologists and technicians

Observe, record and transmit atmospheric and weather information including air pressure, temperature, humidity, precipitation and cloud, wind and ultraviolet conditions
Observe, chart and report on ice conditions in navigable waters and snow conditions, and participate in programs to forecast and control avalanches in mountainous terrain
Maintain climatological databases, analyze and interpret weather data and participate in the production of weather maps, charts and reports
Install, inspect, monitor, calibrate and maintain meteorological equipment and instruments."
